,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,budget_x,actor_2_facebook_likes,movie_facebook_likes,before_premiere_trends,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,mpaa_G,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R
1375,0.9145734417507856,-0.011215009968230511,-0.1276262786905817,291,0.07634462394813175,291,-0.057469304125828846,769,-0.6920304573524416,-0.31926172393568797,-0.14029296820064324,0.18134941322089093,306,294,118,92,185,331,-0.4942558126664265,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,-0.13567372006514858,-0.24512989800173748,-0.4119835550201216,446,-0.48304330650734767,537,-0.5934805349033255,809,-0.7550195661379421,-0.4628303552969578,0.26956746430827283,-0.34157377046406145,484,637,629,345,273,244,-0.5674403947793544,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1377,-0.9358620338296698,-0.2574728972416008,-0.39953288331642706,880,-0.462798398443161,273,-0.5644186759846082,412,-0.2880405230071992,-0.40872949299130856,-0.512893361390567,-0.34157377046406145,771,709,283,201,168,325,-0.3847975438341154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1378,-0.9858738034399523,-0.2589781410513402,-0.1951008866331844,1001,-0.4498169306768123,533,-0.5066718410438138,962,-0.7362049235754833,-0.3621572296472869,0.26956746430827283,-0.34157377046406145,816,568,294,409,306,971,-0.5929156156408268,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1380,0.16439689759654688,-0.2300774599043432,-0.4220244192972946,480,-0.43879298582761134,661,-0.56219925448217,1053,-0.7087727091295889,-0.45862834657418894,-0.512893361390567,-0.34157377046406145,413,740,238,385,42,236,-0.5460731658420004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1383,-0.085661950454866,0.03845803575317058,-0.02922580877428613,592,0.2308859068808547,374,0.20111423884690882,1200,-0.6563841232869655,0.2241980708757531,1.424628683197036,0.12324683725589622,567,144,56,210,148,447,-0.3702869594750254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1384,-0.23569725928571375,-0.23278689876187417,-0.22281367203818192,444,-0.3872792248500371,297,-0.40822165326585325,232,-0.7087727091295889,-0.31190820867084246,-0.512893361390567,-0.34157377046406145,37,797,47,299,113,531,-0.6085205129009184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1385,-0.03565018084458343,-0.12621563703232275,0.3724087623126346,200,0.4369409507911519,380,0.8089007234957046,928,-0.6920304573524416,1.4497839483500083,-0.512893361390567,0.29755456515088036,180,451,504,144,167,216,-0.4372830944938589,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1388,-0.2857090288959963,-0.2583760435274444,-0.1272246441194948,587,-0.3872792248500371,488,-0.3707846188662374,438,-0.7087727091295889,-0.31260854345797057,-0.512893361390567,-0.34157377046406145,374,974,177,274,217,898,-0.5270228121393455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1390,-0.6858031857782569,-0.25536555590796556,-0.2806490502746985,663,-0.45702885721367265,590,-0.5352311894336772,377,-0.7550195661379421,-0.39892480597151453,-0.512893361390567,-0.28347119449906677,315,508,57,335,316,902,-0.4098831133873498,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1392,0.11438512798626431,-0.25024772695485153,-0.2340594400286157,984,-0.43879298582761134,156,-0.471537979901445,1023,-0.2808052344589819,-0.38859486786137437,-0.512893361390567,-0.34157377046406145,318,585,298,199,192,29,-0.5563956338371068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1393,-0.2857090288959963,-0.256870799717705,-0.05252061389732753,156,0.282399667858429,17,0.17582120889459568,1012,-0.7402400772190862,-0.3029789401349586,-0.512893361390567,-0.34157377046406145,747,985,626,72,24,1042,-0.6090061219624259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1394,0.7145263633096552,-0.24543094676368538,-0.06738109302754361,301,0.07634462394813175,7,0.10421345853291449,620,-0.683394727671679,0.04911437409371667,-0.512893361390567,0.12324683725589622,572,784,313,343,403,782,-0.6470550514699919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1395,-0.085661950454866,-0.11808732045972983,-0.19831396320187977,907,-0.4403383986569386,354,-0.4266051634464252,502,-0.6745776476676203,-0.3131337945483167,-0.4948595023601746,-0.10916346660408262,814,1069,169,72,238,875,-0.6336364543291089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1397,-2.086132734866169,-0.26259072619471485,-0.3292468333762159,138,-0.4746465634680031,375,-0.5737151207684054,612,-0.6655754089834766,-0.4260627789727302,-0.503056711010353,-0.22536861853407203,268,112,363,196,478,621,-0.4862545912155645,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1399,-1.0858973426605176,-0.26259072619471485,-0.053725517610588296,35,-0.33576546387246275,252,-0.26684869114828846,1136,-0.2880405230071992,-0.30665569776738133,-0.4971696247979521,-0.34157377046406145,640,715,345,75,321,522,-0.6581042973677154,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,0.7145263633096552,-0.26259072619471485,-0.25815751429383094,326,-0.1812241809397398,499,-0.29289548689388245,289,-0.6469998205908281,-0.30472977710277893,-0.512893361390567,0.23945198918588564,13,392,14,149,395,293,-0.43455811266354677,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1401,-0.43574433772684407,-0.25867709228939234,-0.2304447288888334,638,-0.4567712884087848,642,-0.49678913397635366,520,-0.6469998205908281,-0.3789652645383624,-0.497952085623651,-0.34157377046406145,126,386,194,260,381,517,-0.6631997344302272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1402,-0.5857796465576918,-0.21954075323616723,-0.369410290484908,871,-0.4747495909899582,38,-0.559979832979732,1271,-0.6176478495447186,-0.43831863774747276,-0.47563332207157455,-0.34157377046406145,24,40,810,102,380,1184,-0.6517316221025315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1404,0.06437335837598172,-0.24663514181147692,-0.33727952479795437,721,-0.07819665898459119,364,-0.19348215393561863,598,-0.7565953345542806,-0.30753111625129154,-0.512893361390567,-0.34157377046406145,76,82,548,127,97,319,-0.6114604763029002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1405,-1.0858973426605176,-0.23790472771498822,-0.29872260597360994,1023,-0.4455412885156736,101,-0.49013086946903944,490,-0.5892241516290767,-0.36688448946040186,-0.512893361390567,-0.10916346660408262,349,469,334,73,417,844,-0.5890252962616638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1406,-1.0858973426605176,-0.20539146142461662,-0.3653939447740388,381,6.567078507122495,36,5.157040577913719,765,-0.5595200770077322,-0.3957732994294379,-0.512893361390567,-0.28347119449906677,605,461,417,202,29,553,-0.6482012112680521,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1407,0.3644439760376772,-0.2565697509557571,-0.11638051070014793,85,0.07634462394813175,122,0.04822541044310878,354,-0.716886462698093,-0.3178610543614317,-0.512893361390567,-0.34157377046406145,523,618,74,1,198,141,-0.6188843236620684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1409,-0.5357678769474092,-0.18070546294489,-0.4059590364538178,86,-0.43879298582761134,35,-0.559979832979732,1075,-0.2095125663280299,-0.4609044346323554,-0.48632695335612536,-0.16726604256907732,58,1022,69,260,449,61,-0.6804093568771837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1410,0.6645145936993726,-0.2607844336230275,-0.3967214413188186,1003,-0.46243780211631796,288,-0.5717469545303943,922,-0.6745776476676203,-0.43254087575366557,-0.512893361390567,0.12324683725589622,558,1011,750,165,431,955,-0.6873079611565431,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1412,-0.3857325681165615,-0.09310027321805535,-0.2762310699927424,418,0.12785838492570606,512,-0.058851208080177075,863,-0.621807381857234,-0.3987497222747325,-0.512893361390567,-0.22536861853407203,296,1026,792,173,356,872,-0.6583310899986025,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1413,-0.7858267249988221,-0.14397751398724798,-0.20393684719709665,1062,-0.44281105918386215,226,-0.4891677242887361,629,-0.6374184475380715,-0.32644015550375144,-0.4764903029759114,-0.34157377046406145,846,242,188,358,272,888,-0.6747507189940387,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1414,-0.3857325681165615,-0.20478936390072083,-0.41840970815751233,294,-0.47248298550694495,2,-0.5888323125114269,636,-0.6920304573524416,-0.4689582846843291,-0.512893361390567,-0.34157377046406145,190,250,278,139,165,645,-0.626058722262325,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1416,-0.43574433772684407,-0.24663514181147692,-0.19791232863079283,789,0.2308859068808547,80,0.09902084973475749,1013,-0.747706607741675,-0.3010530194703562,0.4186076215842423,-0.28347119449906677,425,1032,747,335,8,1025,-0.6042011801336927,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1417,-0.5357678769474092,-0.24693619057342478,-0.3714184633403426,440,0.6429959947014492,566,0.37050216294807864,143,-0.6803502110606587,-0.3010530194703562,-0.14029296820064324,-0.34157377046406145,490,641,815,94,186,342,-0.6787080082965985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1418,-0.9358620338296698,-0.259580238575236,-0.2557477068673094,1065,-0.4534228939452425,96,-0.4967053822215447,188,-0.683394727671679,-0.38211677108043907,-0.5042117722292417,-0.34157377046406145,503,916,127,141,111,824,-0.705312800709045,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1419,-0.085661950454866,-0.24633409304952902,-0.24490357344796257,767,-0.4498169306768123,173,-0.49544910589940994,296,-0.6563841232869655,-0.37686426017697794,-0.478465085059818,-0.34157377046406145,553,812,269,326,377,1144,-0.696831563199975,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1420,0.014361588765699148,-0.25988128733718385,-0.09911022414341034,163,-0.4389475271105441,120,-0.47673058869960205,738,-0.7326167495555233,-0.31138295758049633,-0.512893361390567,-0.34157377046406145,67,118,74,73,306,180,-0.6844081837673824,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1422,0.3144322064273946,-0.21743341190253201,-0.04689772990211064,5,0.4369409507911519,242,0.277998349761556,749,-0.7248333320110252,-0.3010530194703562,-0.02851285024366613,-0.34157377046406145,547,615,159,67,50,7,-0.7208705795545478,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1424,-0.48575610733712665,-0.21954075323616723,-0.25815751429383094,79,-0.44760183895477657,97,-0.513665112570364,289,-0.6563841232869655,-0.3569047187438258,-0.512893361390567,0.18134941322089093,441,482,496,17,185,293,-0.6312865121873849,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1425,0.7645381329199378,-0.23910892276277976,-0.13164262440145091,91,-0.43879298582761134,169,-0.4431461350211995,22,-0.7402400772190862,-0.3064806140705993,-0.512893361390567,-0.34157377046406145,327,437,311,11,55,30,-0.7050977501380601,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1426,0.7145263633096552,-0.26259072619471485,-0.1774289655053599,472,0.6429959947014492,542,0.4259039487542215,1079,-0.6714691962077687,-0.3010530194703562,-0.02851285024366613,-0.34157377046406145,118,144,56,210,166,196,-0.7335727446312826,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,-1.485991499542778,-0.22616382599902068,-0.1951008866331844,447,-0.4472412426279336,153,-0.5064624616567913,962,-0.6469998205908281,-0.36688448946040186,-0.5039136919146897,-0.34157377046406145,671,844,732,273,381,533,-0.746989129735302,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1428,0.264420436817112,-0.227970118570708,-0.03846340390928531,341,-0.02668289800701687,112,-0.13100334484811668,402,-0.520526283404482,-0.3010530194703562,-0.497952085623651,-0.34157377046406145,336,452,448,162,185,518,-0.7506702310149905,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1429,0.6145028240890901,3.0489456552320244,-0.35535308049686576,70,0.07634462394813175,79,0.32485745657718246,840,-0.9254811439937881,1.4497839483500083,-0.512893361390567,-0.34157377046406145,42,55,50,137,76,862,-0.7420801734685757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1431,-0.43574433772684407,-0.2550645071460177,-0.26739510942883016,237,0.4369409507911519,242,0.2425713574773558,591,-0.6655754089834766,-0.3495512034789803,-0.4963126438936153,-0.22536861853407203,178,362,302,409,237,551,-0.7539157842656065,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1432,0.014361588765699148,-0.1788991703732027,-0.3581645224944742,846,-0.33576546387246275,185,-0.45127005523767094,1192,-0.7087727091295889,-0.37073633078960666,-0.512893361390567,-0.34157377046406145,462,605,690,124,436,1071,-0.7540341018557238,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1433,-0.6357914161679744,-0.24693619057342478,-0.2766327045638293,510,-0.33576546387246275,371,-0.37748475925095615,975,-0.716886462698093,-0.30858161843198373,0.08326726771331097,0.0651442612909015,330,359,177,274,11,794,0.2176878460399903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1434,-0.7358149553885395,-0.25807499476549656,-0.21879732632731272,628,-0.43879298582761134,155,-0.48029003827898387,664,-0.6563841232869655,-0.32696540659409756,-0.512893361390567,0.23945198918588564,529,666,310,72,31,278,-0.3909581111461606,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1435,-0.9358620338296698,-0.2574728972416008,-0.16176521723296997,343,-0.43879298582761134,612,-0.4831794738198938,399,-0.6276358656512071,-0.33694517731067364,-0.512893361390567,-0.34157377046406145,771,915,283,201,168,848,-0.3763498359333593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1436,-0.43574433772684407,-0.2601823360991318,-0.3866805770416456,915,-0.4622832608333852,103,-0.5556666176070694,686,-0.7284968576854046,-0.39752413639725825,-0.512893361390567,-0.34157377046406145,454,493,10,15,215,561,-0.5267318501454947,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1437,-0.7358149553885395,-0.20569251018656448,-0.3079602011086091,271,-0.4645498663163985,636,-0.5251809788565992,309,-0.6926254065563353,-0.4222109376435254,-0.512893361390567,-0.34157377046406145,751,958,699,72,238,310,-0.21580001772011473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1439,-0.43574433772684407,-0.24994667819290364,-0.34290240879317124,395,-0.4392566096764095,547,-0.5005160870653534,607,-0.7087727091295889,-0.31961189132925205,-0.512893361390567,0.35565714111587504,90,967,558,257,304,604,-0.5039092227153172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1440,0.9645852113610681,-0.24723723933537267,-0.1778306000764468,718,-0.4414717013984452,378,-0.4286989573166498,35,-0.7125917184971147,-0.3322179174975587,-0.512893361390567,-0.22536861853407203,741,974,92,363,450,525,-0.6660041344721213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1441,-0.48575610733712665,-0.2583760435274444,-0.2878784725542631,548,-0.33576546387246275,8,-0.4383304091196829,341,-0.7284968576854046,-0.3803659341126187,-0.02851285024366613,-0.28347119449906677,25,270,269,326,329,627,-0.6056140994011665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1442,-0.9858738034399523,-0.25807499476549656,5.995292757529525,196,3.9913904582437794,334,4.448710111616738,1069,-0.6874594225465978,2.5002861290422267,-0.512893361390567,0.4718622930458644,30,967,560,370,349,584,-0.2074292440556001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1443,-1.4359797299324957,-0.26259072619471485,-0.09509387843254113,713,0.12785838492570606,512,0.45760398794942186,1048,-0.660710309173463,1.4497839483500083,-0.512893361390567,-0.34157377046406145,757,1039,413,66,265,1187,-0.577807671741388,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1445,-0.48575610733712665,-0.26259072619471485,-0.03525032734058994,1010,-0.33576546387246275,314,-0.3060863882762974,805,-0.7306961002493781,-0.12596932268831976,-0.02851285024366613,-0.34157377046406145,681,906,685,386,451,787,-0.6037724792719396,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1446,-0.6357914161679744,-0.23579738638135303,-0.29872260597360994,170,-0.44291408670581733,148,-0.49373219492582576,490,-0.7765416375217679,-0.3364199262203275,0.26956746430827283,0.0651442612909015,596,46,254,274,58,780,0.389295393007922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1447,-1.385967960322213,-0.22676592352291647,-0.4284505724346854,569,-0.473204178160631,438,-0.5886229331244045,211,-0.7174454509254484,-0.4472479062833566,-0.512893361390567,-0.34157377046406145,495,957,715,132,276,208,0.5559072596877204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1448,-0.6858031857782569,-0.22465858218928128,-0.19630579034644516,841,-0.3872792248500371,427,-0.42635390818199825,21,-0.6751978471106764,-0.3381707631881479,-0.512893361390567,-0.34157377046406145,696,38,672,343,31,847,0.0300240285870567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1449,0.6145028240890901,-0.1719750488484013,-0.2473133808744841,229,-0.43879298582761134,661,-0.4942347054546797,501,-0.6655754089834766,-0.381766603686875,-0.512893361390567,0.4137597170808698,734,842,635,75,455,184,-0.015363895357342125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1450,0.014361588765699148,-0.20870299780604334,-0.13606060468340705,611,0.12785838492570606,512,0.020210448459503684,981,-0.8128431978244494,-0.3010530194703562,0.6421678574981964,-0.34157377046406145,841,502,234,166,192,199,-0.6399446720577192,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1451,0.014361588765699148,-0.20870299780604334,-0.13606060468340705,611,0.12785838492570606,512,0.020210448459503684,981,-0.8128431978244494,-0.3010530194703562,0.6421678574981964,-0.34157377046406145,841,502,234,166,192,199,-0.6399446720577192,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1452,-0.3357207985062789,-0.25807499476549656,-0.3617792336342565,807,-0.45306229761839945,150,-0.5421407092054185,1219,-0.7312274496728403,-0.3794905156287085,-0.512893361390567,0.18134941322089093,799,1054,577,277,238,327,-0.28207084411586264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1453,-0.18568548967543116,-0.2601823360991318,-0.22160876832492116,925,-0.45177445359396007,256,-0.4441092802015028,694,-0.7010712789828593,-0.3612818111633767,-0.503019450971034,-0.28347119449906677,485,704,16,332,453,996,-0.412189971545022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1454,-0.5857796465576918,-0.24091521533446708,-0.20353521262600974,1023,-0.43879298582761134,63,-0.47781936151211885,25,-0.6926254065563353,-0.36688448946040186,-0.14029296820064324,-0.34157377046406145,798,381,725,102,200,630,-0.34914895437971694,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1455,-0.5357678769474092,-0.24994667819290364,-0.20714992376579203,830,-0.4400808298520507,687,-0.4603989965118502,408,-0.6975680018207024,-0.37651409278341386,-0.512893361390567,-0.34157377046406145,181,347,615,122,192,1000,-0.429294094039321,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1456,-1.035885573050235,-0.2538603120982262,-0.24691174630339718,918,-0.3872792248500371,491,-0.40596035588601065,252,-0.6920304573524416,-0.3553289654727875,-0.47563332207157455,0.4137597170808698,594,442,791,314,70,281,-0.4817543057153211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1457,-0.6357914161679744,-0.24151731285836286,-0.1798387729318814,62,-0.3872792248500371,650,-0.3990508361142695,905,-0.723414856830806,-0.3010530194703562,-0.512893361390567,1.343400932520785,531,946,500,343,105,1193,-0.07815212744391571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1458,0.16439689759654688,-0.25596765343186134,-0.3714184633403426,631,-0.45285624257448914,550,-0.5549128518137885,796,-0.6926254065563353,-0.4461974041026644,-0.512893361390567,-0.34157377046406145,54,340,802,72,174,775,-0.4427959733534268,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1460,0.46446751525824237,-0.26259072619471485,-0.2183956917562258,755,0.282399667858429,207,0.2975962603868582,841,-0.7765416375217679,0.574365464439826,3.7347511209745634,-0.34157377046406145,13,22,14,35,151,69,-0.31919276782620515,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1461,0.06437335837598172,-0.10574432121986653,-0.40515576731164393,272,-0.48530991199036094,127,-0.596663101586067,1148,-0.7817471558121906,-0.46423102487121415,-0.512893361390567,0.12324683725589622,622,840,785,205,39,497,-0.3726764585181691,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1462,-0.7858267249988221,-0.2556666046699135,-0.197109059488619,709,-0.3872792248500371,128,-0.4059184800086062,1052,-0.5329358556770597,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,73,36,33,273,230,909,-0.42498315077704457,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1463,-0.18568548967543116,-0.238506825238884,-0.14047858496536317,198,-0.3872792248500371,179,-0.39938584313350545,263,-0.7555233844528737,-0.33694517731067364,0.0460072283943186,-0.28347119449906677,742,977,181,254,230,192,-0.5437034898961821,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1464,-1.1859208818810827,-0.24392570295394594,-0.4071639401670786,181,-0.4702163800239317,140,-0.5793264883406073,277,-0.7407652780871219,-0.4309651224826272,-0.512893361390567,0.0651442612909015,383,515,226,219,450,886,-0.6292766960808511,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1465,-0.03565018084458343,-0.26048338486107964,-0.09870858957232342,909,-0.3872792248500371,363,-0.4026102856936513,409,-0.7407652780871219,-0.3045546934059969,-0.512893361390567,-0.34157377046406145,89,97,733,25,154,617,-0.586490107194258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1466,0.6645145936993726,-0.24332360543005016,-0.17501915807883836,561,-0.44868362793530564,386,-0.3696539701763162,831,-0.7407652780871219,-0.3500764545693264,-0.512893361390567,0.35565714111587504,487,35,526,257,411,697,-0.39344029656328533,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1467,-0.7858267249988221,-0.26259072619471485,-0.34129587050882354,1029,0.07634462394813175,291,-0.10792973639824162,675,-0.74822100624122,-0.36373298291832523,1.8344891157059522,0.0070416853259068,169,218,170,0,152,1107,-0.47663517753505985,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,-0.7858267249988221,3.0489456552320244,-0.03926667305145915,518,0.07634462394813175,683,0.36522580239511265,862,-0.6662086326148369,1.4497839483500083,-0.48263820946354513,-0.34157377046406145,858,1130,341,414,159,191,-0.5864744240558334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1469,0.264420436817112,-0.25867709228939234,-0.38627894247055866,974,-0.4513108297451619,33,-0.5594773224508781,393,-0.6662086326148369,-0.4376183029603446,-0.512893361390567,-0.34157377046406145,595,127,471,140,174,230,-0.6065587365527679,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1470,-0.13567372006514858,-0.25536555590796556,-0.3967214413188186,32,0.02483086297055744,523,-0.16207524588224967,1185,-0.8010389686173088,-0.37703934387376,-0.512893361390567,-0.34157377046406145,371,1034,577,306,149,352,-0.5800822950425987,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1471,-0.9358620338296698,-0.2511508732406952,-0.28546866512774155,236,0.3854271898135776,402,0.1737692909017756,701,-0.7010712789828593,-0.3654838198861456,-0.4908726781530424,-0.28347119449906677,60,823,41,141,248,261,-0.6676088393650702,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1472,0.7645381329199378,-0.25235506828848675,-0.02922580877428613,407,0.33391342883600333,268,0.29566997002625156,720,-0.6751978471106764,0.2241980708757531,-0.512893361390567,-0.34157377046406145,323,700,688,257,467,568,-0.6233901331662962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
